SIREN;"Raison sociale";Dirigeant;"Site web";Ville;"Code APE";"Résultat net";"Estimation des cotations";"Estimation des encours";"Années d'existence";Département;"Chiffre d'affaires";Effectif;"Capital social";"Capitaux propres";"Code postal";"Date de création";EBITDA;"Forme juridique";Profitabilité;Statuts;Trésorerie;Valorisation;Adresse;"Fonds de roulement";URL
542051180;"TOTALENERGIES SE";"Patrick Pouyanne";https://www.totalenergies.com/;COURBEVOIE;7010Z;;3;248000;70;92;280999000000;6472;8163000000;111724000000;92400;1954-01-01T00:00:00.000Z;75968000000;"Société européenne";;Active;;165191500000;"LA DEFENSE 6, 2 PLACE JEAN MILLIER COURBEVOIE, 92400";-5650000000;https://infonet.fr/entreprises/54205118000066-totalenergies-se/
330703844;CAPGEMINI;"Paul Hermelin";https://www.capgemini.com/;PARIS;7010Z;;4;1500000;39;75;118160000000;1460;1379000000;8467000000;75017;1984-09-19T00:00:00.000Z;1839000000;"Société européenne";;Active;3129000000;48358000000;", 11 RUE DE TILSITT PARIS, 75017";174000000;https://infonet.fr/entreprises/33070384400036-capgemini/
572093920;AXA;"Antoine Gosset-grainville";https://www.axa.fr/;PARIS;6430Z;;3;1500000;67;75;102345000000;4;23027000000;45353000000;75008;1957-01-01T00:00:00.000Z;8710000000;"SA à conseil d'administration";;Active;26165000000;;"DIRECTION JURIDIQUE CENTRALE, 25 AVENUE MATIGNON PARIS, 75008";;https://infonet.fr/entreprises/57209392000062-axa/
759200934;SOREAL;"Jean-marc Gérard Krebs";https://soreal-na.fr/;JOIGNY;7010Z;;5;1500000;65;89;90956482000;15;4620750000;-2807141000;89300;1959-01-01T00:00:00.000Z;1002920000;"Société par actions simplifiée";;Active;9054000;83199730000;"LE PONTON, RUE GEORGES VANNEREUX JOIGNY, 89300";-300809000;https://infonet.fr/entreprises/75920093400033-soreal/
775625767;"FINANCIERE AGACHE";"Florian Ollivier";https://www.financiereagache-finance.com/fr/index;PARIS;6420Z;;1;1500000;70;75;79256000000;1;25229000000;25229000000;75008;1954-01-01T00:00:00.000Z;21002000000;"SA à conseil d'administration";;Active;7751000000;125463000000;", 11 RUE FRANCOIS IER PARIS, 75008";-48365000000;https://infonet.fr/entreprises/77562576700030-financiere-agache/
775670417;"LVMH MOET HENNESSY LOUIS VUITTON";"Bernard Arnault";https://www.lvmh.com/;PARIS;7010Z;;3;1500000;101;75;79184000000;30;55111000000;55111000000;75008;1923-01-13T00:00:00.000Z;21001000000;"Société européenne";;Active;7300000000;72469000000;"SERVICE COMPTABLE, 22 AVENUE MONTAIGNE PARIS, 75008";-27804000000;https://infonet.fr/entreprises/77567041700051-lvmh-moet-hennessy-louis-vuitton/
582110987;"CHRISTIAN DIOR";"Bernard Arnault";https://www.dior.com/fr_fr;PARIS;6420Z;;3;1500000;65;75;79184000000;1;19038000000;19038000000;75008;1958-10-31T00:00:00.000Z;20996000000;"Société européenne";;Active;7588000000;85249000000;"7-7 BIS, 30 AVENUE MONTAIGNE PARIS, 75008";-53068000000;https://infonet.fr/entreprises/58211098700010-christian-dior/
431682764;SOFIRAM;"Gabrielle, Marie Rouxel";https://www.jlconsulting.fr;AIX-EN-PROVENCE;6420Z;;1;1500000;24;13;61503596000;1;2195000000;23305613000;13090;2000-06-02T00:00:00.000Z;14201027000;"Société par actions simplifiée";;Active;14734969000;86782110000;"C/O PPR-HPP, 235 ALLEE NICOLAS DE STAEL AIX-EN-PROVENCE, 13090";2773096000;https://infonet.fr/entreprises/43168276400037-sofiram/
542065479;"STELLANTIS AUTO SAS";"Xavier Chereau";https://www.stellantis.com;POISSY;2910Z;867282000;3;1500000;70;78;55501520000;48363;300177000;3860922000;78300;1954-01-01T00:00:00.000Z;2151545000;"Société par actions simplifiée";1;Active;4883087000;48089970000;"2-10, 2 BOULEVARD DE L’EUROPE POISSY, 78300";-2662236000;https://infonet.fr/entreprises/54206547900926-stellantis-auto-sas/
552081317;"ELECTRICITE DE FRANCE";"Jean-bernard Levy";http://edf.fr/;PARIS;3511Z;1457000000;4;1500000;69;75;53001000000;90149;1619000000;38579000000;75008;1955-01-01T00:00:00.000Z;2567000000;"SA à conseil d'administration";2;Active;10926000000;26886000000;"22-30, 22 AVENUE DE WAGRAM PARIS, 75008";-74048000000;https://infonet.fr/entreprises/55208131766522-electricite-de-france/
562024422;"CMA CGM";"Rodolphe Saade";https://www.cma-cgm.com/;MARSEILLE;5020Z;;1;1500000;122;13;52082300000;6065;250000000;41469100000;13002;1901-12-25T00:00:00.000Z;582445800000;"SA à conseil d'administration";;Active;9694000000;1168763100000;"20-22, 4 BOULEVARD SAADE - QUAI ARENC MARSEILLE, 13002";-214907100000;https://infonet.fr/entreprises/56202442200486-cma-cgm/
662042449;"BNP PARIBAS";"Jean Lemierre";https://group.bnpparibas/;PARIS;6419Z;;5;248000;114;75;47631000000;11000;115149000000;125345000000;75009;1909-12-25T00:00:00.000Z;;"SA à conseil d'administration";;Active;;102593500000;"HELLO BANK!, 16 BOULEVARD DES ITALIENS PARIS, 75009";;https://infonet.fr/entreprises/66204244900014-bnp-paribas/
383474814;AIRBUS;"Guillaume Faury";https://www.airbus.com/;BLAGNAC;3030Z;1532742000;4;1500000;32;31;47054184000;;3577000;11549539000;31700;1991-10-18T00:00:00.000Z;707245000;"Société par actions simplifiée";3;Active;21709206000;42299382000;"USINE DE SURESNES, 2 ROND-POINT DEWOITINE BLAGNAC, 31700";-5437265000;https://infonet.fr/entreprises/38347481400100-airbus/
314685454;AGACHE;"Denis Dalibot";https://www.financiereagache-finance.com;PARIS;6920Z;;5;17616;46;75;46949000000;32;32000000;10062000000;75008;1978-01-01T00:00:00.000Z;46949000000;"Société en commandite par actions coopérative";;Active;;121988500000;"5EME ETAGE, 41 AVENUE MONTAIGNE PARIS, 75008";;https://infonet.fr/entreprises/31468545400048-agache/
395030844;SANOFI;"Frédéric Oudéa";https://www.sanofi.com/;PARIS;7010Z;;3;17616;30;75;45389000000;32;75152000000;75152000000;75017;1994-05-11T00:00:00.000Z;10656000000;"SA à conseil d'administration";;Active;;67826500000;"ESPACE EUROPEEN DE L'ENTRE, 46 AVENUE DE LA GRANDE ARMEE PARIS, 75017";7085000000;https://infonet.fr/entreprises/39503084400124-sanofi/
780129987;"RENAULT SAS";"Luca De Meo";https://www.renault.fr/;BOULOGNE-BILLANCOURT;2910Z;-960000000;5;585000;122;92;44672000000;29834;534000000;3433000000;92100;1901-12-25T00:00:00.000Z;-759000000;"Société par actions simplifiée";-2;Active;39000000;50125000000;"122-122, 122 BIS AVENUE DU GENERAL LECLERC BOULOGNE-BILLANCOURT, 92100";-8273000000;https://infonet.fr/entreprises/78012998704037-renault-sas/
572015246;BOUYGUES;"Martin Bouygues";https://www.bouygues.com/;PARIS;7010Z;;3;248000;30;75;44322000000;11000;375000000;12212000000;75008;1994-02-01T00:00:00.000Z;4546000000;"SA à conseil d'administration";;Active;;41198000000;", 32 AVENUE HOCHE PARIS, 75008";-5854000000;https://infonet.fr/entreprises/57201524600216-bouygues/
552037806;VINCI;"Xavier Huillard";https://www.vinci.com/;NANTERRE;7010Z;;5;1500000;69;92;43930000000;11000;1471000000;23024000000;92000;1955-01-01T00:00:00.000Z;44118000000;"SA à conseil d'administration";;Active;11765000000;90020000000;"TOUR AMERICAN INTERN DEFEN, 1973 BOULEVARD DE LA DEFENSE NANTERRE, 92000";-32193000000;https://infonet.fr/entreprises/55203780600593-vinci/
380129866;ORANGE;"Jacques Aschenbroich";https://www.orange.fr/portail;ISSY-LES-MOULINEAUX;6110Z;;3;1500000;36;92;43471000000;81482;10640000000;31784000000;92130;1988-01-01T00:00:00.000Z;13450000000;"SA à conseil d'administration";;Active;6004000000;38190500000;"SIEGE DE LA DIRECTION GENERALE, 111 QUAI DU PRESIDENT ROOSEVELT ISSY-LES-MOULINEAUX, 92130";-5573000000;https://infonet.fr/entreprises/38012986648625-orange/
403210032;"VEOLIA ENVIRONNEMENT";"Antoine Frerot";https://www.veolia.com/;PARIS;8299Z;;3;248000;28;75;42885300000;1356;3572900000;12254700000;75008;1995-12-06T00:00:00.000Z;2333300000;"SA à conseil d'administration";;Active;;33309150000;"LE DUFY, 21 RUE LA BOETIE PARIS, 75008";13596100000;https://infonet.fr/entreprises/40321003200104-veolia-environnement/
552049447;"SOCIETE NATIONALE SNCF";"Jean-pierre Eugène Farandou";https://www.sncf.com/;SAINT-DENIS;4910Z;;3;1500000;69;93;41449000000;9563;1000000000;27546000000;93210;1955-01-01T00:00:00.000Z;7487000000;"SA à conseil d'administration";;Active;9874000000;27594500000;"SNCF ST DENIS 2 PL AUX ETOILES, 2 PLACE AUX ETOILES SAINT-DENIS, 93210";-76011000000;https://infonet.fr/entreprises/55204944776279-societe-nationale-sncf/
542107651;ENGIE;"Jean Pierre Luc Clamadieu";https://www.engie.fr/;COURBEVOIE;3523Z;1780000000;5;1500000;70;92;36224000000;8575;2435000000;31211000000;92400;1954-01-01T00:00:00.000Z;-671000000;"SA à conseil d'administration";4;Active;191000000;;"ENGIE, 1 PLACE SAMUEL DE CHAMPLAIN COURBEVOIE, 92400";6159000000;https://infonet.fr/entreprises/54210765113030-engie/
531680445;"TOTALENERGIES MARKETING FRANCE";"Guillaume Larroque";http://www.lenergietoutcompris.fr/;NANTERRE;4671Z;71935000;4;1500000;14;92;31980961000;1954;390554000;1120920000;92000;2009-07-30T00:00:00.000Z;81598000;"SASU Société par actions simplifiée à associé unique";0;Active;374217000;44796768500;"LIEU DIT, 562 AVENUE DU PARC DE L'ILE NANTERRE, 92000";68481000;https://infonet.fr/entreprises/53168044500024-totalenergies-marketing-france/
529221749;"TOTALENERGIES RAFFINAGE FRANCE";"Jean-marc Durand";https://totalenergies.com/;COURBEVOIE;1920Z;212352282;5;1500000;13;92;30137843486;11726;190593116;-848525034;92400;2010-12-10T00:00:00.000Z;444110490;"Société par actions simplifiée";0;Active;12309;43287440870;"LA DEFENSE, 2 PLACE JEAN MILLIER COURBEVOIE, 92400";200601603;https://infonet.fr/entreprises/52922174900011-totalenergies-raffinage-france/
552096281;"L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE";"Benoît Potier";https://fr.airliquide.com/;PARIS;7830Z;;1;1500000;69;75;29934000000;1134;2879000000;23736400000;75007;1955-01-01T00:00:00.000Z;6758000000;"SA à conseil d'administration";;Active;1911400000;57106200000;"PARIS 7, 75 QUAI D'ORSAY PARIS, 75007";-6322400000;https://infonet.fr/entreprises/55209628100019-l-air-liquide-societe-anonyme-pour-l-etude-et-l-exploitation-des-procedes-georges-claude/
632012100;L'OREAL;"Jean-paul Agon";https://www.loreal.com;PARIS;7740Z;;5;248000;61;75;27992100000;82881;112000000;28993000000;75008;1963-01-01T00:00:00.000Z;;"SA à conseil d'administration";;Active;;69980250000;"INTERBEAUTY, 14 RUE ROYALE PARIS, 75008";15736100000;https://infonet.fr/entreprises/63201210000012-l-oreal/
552043002;"AIR FRANCE - KLM";"Jean-marc Janaillac";https://www.airfranceklm.com/;PARIS;6420Z;;3;1500000;77;75;26393000000;168;2571000000;-3004000000;75008;1946-07-12T00:00:00.000Z;1194000000;"SA à conseil d'administration";;Active;6626000000;32523500000;"AIR FRANCE - KLM GROUP, 7 RUE DU CIRQUE PARIS, 75008";-13746000000;https://infonet.fr/entreprises/55204300202902-air-france-klm/
358200913;"GROUPE ADEO";"Christophe Dubrulle";https://www.adeo.com/;RONCHIN;7010Z;;3;1500000;66;59;26285709000;33;23659000;6066141000;59790;1958-01-01T00:00:00.000Z;2703775000;"SA à conseil d'administration";;Active;2483652000;46261407500;"ZAC DU TUBOEUF, 135 RUE SADI CARNOT RONCHIN, 59790";-1828890000;https://infonet.fr/entreprises/35820091301036-groupe-adeo/
493455042;BPCE;"Nicolas Namias";https://groupebpce.com/;PARIS;6419Z;;3;10606;17;75;25705000000;13;28692000000;82079000000;75013;2006-12-19T00:00:00.000Z;8927000000;"SA à directoire";;Active;;;"ESPACE EUROPEEN DE L'ENTREPRISE, 7 PROMENADE GERMAINE SABLON PARIS, 75013";863101000000;https://infonet.fr/entreprises/49345504200199-bpce/
382983922;"BNP PARIBAS CARDIF";"Renaud Dumora";https://www.group.bnpparibas/;PARIS;6430Z;;4;10000;32;75;25272000000;;150000000;3556000000;75009;1991-08-26T00:00:00.000Z;1144000000;"SA à conseil d'administration";;Active;;;", 1 BOULEVARD HAUSSMANN PARIS, 75009";;https://infonet.fr/entreprises/38298392200040-bnp-paribas-cardif/
440283752;CSF;"Martine, Simone, Germaine Loyer";https://www.carrefour.com/;MONDEVILLE;4639B;90731263;4;1500000;22;14;22778865381;22638;100347710;559068194;14120;2001-12-19T00:00:00.000Z;337454626;"Société par actions simplifiée";0;Active;61965522;31744260867;"ZI, ROUTE DE PARIS MONDEVILLE, 14120";-209940897;https://infonet.fr/entreprises/44028375200010-csf/
552120222;"SOCIETE GENERALE";"Lorenzo Bini Smaghi";https://www.societegenerale.com/;PARIS;6419Z;;3;1500000;115;75;22113000000;697;9295000000;63446000000;75009;1909-01-01T00:00:00.000Z;22113000000;"SA à conseil d'administration";;Active;670320000000;;"SOCIETE GENERALE, 29 BOULEVARD HAUSSMANN PARIS, 75009";;https://infonet.fr/entreprises/55212022200013-societe-generale/
301940219;SODEXO;"Sophie Bellon";https://www.sodexo.com/;ISSY-LES-MOULINEAUX;5629B;;3;1500000;49;92;21125000000;465;590000000;4415000000;92130;1975-01-01T00:00:00.000Z;1047000000;"SA à conseil d'administration";;Active;3225000000;19085500000;"CSE LA GRANDE TOURRACHE, 255 QUAI DE LA BATAILLE DE STALINGRAD ISSY-LES-MOULINEAUX, 92130";-626000000;https://infonet.fr/entreprises/30194021914572-sodexo/
055804124;"BOLLORE SE";"Cyrille Bollore";https://www.bollore.com;ERGUÉ-GABÉRIC;2221Z;;3;1500000;69;29;20676800000;635;472100000;23269400000;29500;1955-01-01T00:00:00.000Z;1732200000;"Société européenne";;Active;7901500000;38034300000;"12 A 16, ODET ERGUÉ-GABÉRIC, 29500";-10658800000;https://infonet.fr/entreprises/05580412400141-bollore-se/
056801046;"COMPAGNIE DE L'ODET";"Vincent Bollore";https://www.compagniedelodet.net/fr-fr/;ERGUÉ-GABÉRIC;6420Z;;3;1500000;68;29;20675900000;3;105400000;11193200000;29500;1956-01-01T00:00:00.000Z;1552200000;"Société européenne";;Active;7802200000;15499650000;"31-32, ODET ERGUÉ-GABÉRIC, 29500";-17630900000;https://infonet.fr/entreprises/05680104600048-compagnie-de-l-odet/
315281113;"SOC D'IMPORTATION LECLERC";"Philippe Amann";https://www.siplec.leclerc/;IVRY-SUR-SEINE;4671Z;;5;1500000;45;94;20530791497;461;1628700;150140276;94200;1979-01-01T00:00:00.000Z;22428560;"SA coopérative à directoire";;Active;399622917;29343423711;"11-13, 26 QUAI MARCEL BOYER IVRY-SUR-SEINE, 94200";59456013;https://infonet.fr/entreprises/31528111300052-soc-d-importation-leclerc/
552030967;VALEO;"Gilles Michel";https://www.valeo.com/;PARIS;6420Z;;3;1500000;69;75;20037000000;3;-1619000000;-1631000000;75017;1955-01-01T00:00:00.000Z;644000000;"Société européenne";;Active;55000000;31650500000;"ZI NORD, 100 RUE DE COURCELLES PARIS, 75017";;https://infonet.fr/entreprises/55203096700715-valeo/
562082909;SAFRAN;"Ross Innes";https://www.safran-group.com/;PARIS;7010Z;;3;1500000;68;75;19523000000;1820;85000000;12841000000;75015;1956-01-01T00:00:00.000Z;3217000000;"SA à conseil d'administration";;Active;5247000000;19398500000;"5-7-TOUR ERIA,, 2 BOULEVARD DU GENERAL MARTIAL VALIN PARIS, 75015";-1151000000;https://infonet.fr/entreprises/56208290901190-safran/
848551065;"LIGNA ENR";"Ac Conseil Et Holding";https://www.biosyl.fr/;COSNE-COURS-SUR-LOIRE;4671Z;;1;1500000;5;58;19493512000;1;897076000;6890710000;58200;2019-02-15T00:00:00.000Z;3893674000;"Société par actions simplifiée";;Active;1997526000;24834548000;", CHEMIN DES CHAMPS BAILLY COSNE-COURS-SUR-LOIRE, 58200";4761308000;https://infonet.fr/entreprises/84855106500024-ligna-enr/
479973513;REXEL;"Ian Keith Meakins";http://www.rexel.com/;PARIS;6420Z;;3;1500000;19;75;18701600000;1;1517100000;5281800000;75017;2004-12-15T00:00:00.000Z;1343000000;"SA à conseil d'administration";;Active;895400000;19543700000;"189-193, 13 BOULEVARD DU FORT DE VAUX PARIS, 75017";1408600000;https://infonet.fr/entreprises/47997351300043-rexel/
341192227;"ITM ALIMENTAIRE INTERNATIONAL";"Christophe Chineau";http://itm-alimentaire-international.com/;PARIS;4617A;5440227;5;1500000;37;75;16856692433;858;149184;300780612;75015;1987-01-01T00:00:00.000Z;6520501;"SASU Société par actions simplifiée à associé unique";0;Active;8096462;23080963624;"ITM ALIMENTAIRE INTERNATIONAL, 24 RUE AUGUSTE CHABRIERES PARIS, 75015";362981139;https://infonet.fr/entreprises/34119222700013-itm-alimentaire-international/
343134763;"VIVENDI SE";"Arnaud Roy De Puyfontaine";https://www.vivendi.com/;PARIS;7010Z;;5;1500000;36;75;16090000000;650;6523000000;15759000000;75008;1987-10-30T00:00:00.000Z;1468000000;"Société européenne";;Active;976000000;8298000000;"GROUPE MONTCEAU, 42 AVENUE DE FRIEDLAND PARIS, 75008";-7529000000;https://infonet.fr/entreprises/34313476300048-vivendi-se/
552025314;"COLAS SA";"Olivier Roussat";https://www.colas.com/;PARIS;4211Z;;4;120000;94;75;15529000000;473;49000000;3172000000;75015;1929-11-20T00:00:00.000Z;1000000000;"SA à conseil d'administration";;Active;8000000;24021500000;"AILE SUD - 4EME ETAGE, 1 RUE DU COLONEL PIERRE AVIA PARIS, 75015";;https://infonet.fr/entreprises/55202531402366-colas-sa/
444608442;ENEDIS;"Marianne Laigneau";https://www.enedis.fr/;COURBEVOIE;3513Z;1606000000;1;1500000;21;92;15473000000;11000;270000000;45891000000;92400;2002-12-18T00:00:00.000Z;5601000000;"SA à directoire";10;Active;21000000;20763500000;"ENEDIS, 34 PLACE DES COROLLES COURBEVOIE, 92400";-11425000000;https://infonet.fr/entreprises/44460844213631-enedis/
422251934;SINERGY;"Christophe Landon";https://www.siplec.leclerc/;IVRY-SUR-SEINE;4612A;;5;1500000;25;94;15406651352;11782;220600;404299;94200;1999-04-01T00:00:00.000Z;-42903;"SA à conseil d'administration";;Active;344317;22671712732;", 26 QUAI MARCEL BOYER IVRY-SUR-SEINE, 94200";1926894;https://infonet.fr/entreprises/42225193400051-sinergy/
542010053;"ESSO SOCIETE ANONYME FRANCAISE";"Charles Amyot";https://energyfactor.exxonmobil.eu/;NANTERRE;1920Z;546007000;3;1500000;70;92;14923260000;1001;98338000;740182000;92000;1954-05-06T00:00:00.000Z;539393000;"SA à conseil d'administration";3;Active;2210000;22231985000;"LIEUDIT MANTEAU BLEU, 20 RUE PAUL HEROULT NANTERRE, 92000";557867000;https://infonet.fr/entreprises/54201005312623-esso-societe-anonyme-francaise/
351216759;TECHWOOD;"Stéphane Gigou";https://www.trigano-vdl.com/;PARIS;2920Z;1579515000;1;1500000;35;75;14709925000;54;100000000;4029159000;75019;1989-06-27T00:00:00.000Z;2930805000;"Société à responsabilité limitée";10;Active;19775000;26269828500;", 100 RUE PETIT PARIS, 75019";1532761000;https://infonet.fr/entreprises/35121675900016-techwood/
542005376;FORVIA;"Michel De Rosen";https://www.faurecia.com/;NANTERRE;7010Z;;5;1500000;50;92;14653800000;867;966300000;3395700000;92000;1974-01-01T00:00:00.000Z;-57000000;"Société européenne";;Active;3091400000;12835500000;"23-27, 23 AVENUE DES CHAMPS PIERREUX NANTERRE, 92000";145500000;https://infonet.fr/entreprises/54200537600554-forvia/
519037584;"SNCF VOYAGEURS";"David Sitruk";https://www.sncf-voyageurs.com/fr/;SAINT-DENIS;4910Z;-371000000;5;1500000;14;93;14300000000;12518;158000000;18559000000;93210;2009-12-15T00:00:00.000Z;1645000000;"SA à conseil d'administration";-2;Active;57000000;37800000000;"TOUR SIGMA, 4 RUE ANDRE CAMPRA SAINT-DENIS, 93210";-2769000000;https://infonet.fr/entreprises/51903758408747-sncf-voyageurs/
451321335;"CARREFOUR HYPERMARCHES";"Bruno Roland Rémi Lebon";https://www.carrefour.com/;"EVRY COURCOURONNES";4711F;-397980884;5;1500000;20;91;13411334480;56173;346758000;1480602435;91000;2003-12-15T00:00:00.000Z;-40415149;"Société par actions simplifiée";-2;Active;140281261;19563323451;"ZAE SAINT GUENAULT, 1 RUE JEAN MERMOZ EVRY COURCOURONNES, 91000";-24470043;https://infonet.fr/entreprises/45132133500023-carrefour-hypermarches/
552144503;"AUTOMOBILES PEUGEOT";"Linda Jackson";https://www.peugeot.com/;POISSY;4511Z;60358000;4;248000;69;78;12685634000;2000;172712000;262204000;78300;1955-01-01T00:00:00.000Z;271080000;"SA à conseil d'administration";0;Active;;16821884000;"2-10, 2 BOULEVARD DE L’EUROPE POISSY, 78300";-380459000;https://infonet.fr/entreprises/55214450301271-automobiles-peugeot/
410409460;"AUCHAN HYPERMARCHE";"Auchan Retail France";https://www.auchan.fr/;VILLENEUVE-D'ASCQ;4711F;139000000;4;1393500;27;59;11674600000;49680;56900000;275400000;59491;1997-01-03T00:00:00.000Z;307900000;"Société par actions simplifiée";1;Active;92900000;16476900000;"10-12, 200 RUE DE LA RECHERCHE VILLENEUVE-D'ASCQ, 59491";-770500000;https://infonet.fr/entreprises/41040946000756-auchan-hypermarche/
304602956;"COOPERATIVE U ENSEIGNE";"Dominique Schelcher";https://www.magasins-u.com/;RUNGIS;4617A;;5;1500000;38;94;11500922000;11000;113000;811170000;94150;1986-06-11T00:00:00.000Z;75383000;"SA coopérative à conseil d'administration";;Active;150877000;15488319000;"SYSTEME U, 20 RUE D'ARCUEIL RUNGIS, 94150";129630000;https://infonet.fr/entreprises/30460295600142-cooperative-u-enseigne/
356000000;"LA POSTE";"Philippe Wahl";https://www.laposte.fr/;PARIS;5310Z;753000000;3;248000;33;75;11134000000;10685;5365000000;8138000000;75015;1991-01-01T00:00:00.000Z;7610000000;"Société anonyme nationale à conseil d'administration";6;Active;;5103000000;"DIRECTION GENERALE DE LA POSTE, 9 RUE DU COLONEL PIERRE AVIA PARIS, 75015";209000000;https://infonet.fr/entreprises/35600000000048-la-poste/
582041943;"PERNOD RICARD";"Alexandre Bernard Cyrus Ricard";https://www.pernod-ricard.com/;PARIS;7010Z;;3;1500000;66;75;10701000000;585;400000000;15944000000;75008;1958-01-01T00:00:00.000Z;2962000000;"SA à conseil d'administration";;Active;2559000000;14246500000;"BIG, 5 COURS PAUL RICARD PARIS, 75008";-7544000000;https://infonet.fr/entreprises/58204194300405-pernod-ricard/
343059564;"SOCIETE FRANCAISE DU RADIOTELEPHONE - S.F.R";"Michel Paulin";http://www.sfr.fr/;PARIS;6120Z;323546163;3;1500000;36;75;9165635676;6000;3423265720;5455376074;75015;1987-07-31T00:00:00.000Z;594677313;"SA à conseil d'administration";3;Active;216786645;;"PARC D'ACTIVITE ACTIPOLIS, 16 RUE DU GAL ALAIN DE BOISSIEU PARIS, 75015";-3852089908;https://infonet.fr/entreprises/34305956400959-societe-francaise-du-radiotelephone-s-f-r/
420916918;"AIRBUS OPERATIONS";"Alain Faure";https://www.airbus.com/;TOULOUSE;3030Z;835000000;2;248000;25;31;9097000000;14569;1009000000;9337000000;31300;1998-10-30T00:00:00.000Z;1951000000;"SASU Société par actions simplifiée à associé unique";9;Active;;1114000000;"LYCEE PROFESSIONNEL PRIVE AIRBUS, 316 ROUTE DE BAYONNE TOULOUSE, 31300";1450000000;https://infonet.fr/entreprises/42091691800048-airbus-operations/
799403076;"AVRIL GESTION";"Arnaud Rousseau";https://www.avril.com/;PARIS;6420Z;;3;1500000;10;75;9030800000;1;;243600000;75008;2013-12-18T00:00:00.000Z;564300000;"Société par actions simplifiée";;Active;351300000;98400000;"11 AU 13, 11 RUE DE MONCEAU PARIS, 75008";-426000000;https://infonet.fr/entreprises/79940307600018-avril-gestion/
642050199;"AUTOMOBILES CITROEN";"Thierry, Gabriel Koskas";https://www.citroen.fr/;POISSY;4511Z;170464000;3;1500000;53;78;8785327000;11000;159000000;345959000;78300;1971-03-22T00:00:00.000Z;127940000;"Société par actions simplifiée";1;Active;24018000;;"2-10, 2 BOULEVARD DE L’EUROPE POISSY, 78300";73079000;https://infonet.fr/entreprises/64205019901048-automobiles-citroen/
379690167;"WENDEL-PARTICIPATIONS SE";"François De Wendel";https://www.wendelgroup.com/;PARIS;6420Z;;4;1500000;33;75;8700400000;7;40200000;1115200000;75008;1990-10-15T00:00:00.000Z;1089900000;"Société européenne";;Active;3336200000;;"2-4, 2 RUE PAUL CEZANNE PARIS, 75008";-495300000;https://infonet.fr/entreprises/37969016700026-wendel-participations-se/
421259615;LEGRAND;"Gilles Schnepp";https://www.legrandgroup.com/;LIMOGES;7010Z;;3;1500000;25;87;8339400000;57;1067300000;6637200000;87000;1998-12-01T00:00:00.000Z;1446500000;"SA à conseil d'administration";;Active;2346800000;;"TASSIGNY, 128 AVENUE MARECHAL DE LATTRE DE TASSIGNY LIMOGES, 87000";1469800000;https://infonet.fr/entreprises/42125961500027-legrand/
421100645;"LA BANQUE POSTALE";"Stéphane Dedeyan";https://www.labanquepostale.fr/;PARIS;6419Z;;3;1500000;25;75;8319000000;109;6585000000;17061000000;75006;1998-12-09T00:00:00.000Z;2339000000;"SA à directoire";;Active;458050000000;123481000000;"PARIS 6, 115 RUE DE SEVRES PARIS, 75006";35272000000;https://infonet.fr/entreprises/42110064500967-la-banque-postale/
301292702;"TELEPERFORMANCE SE";"Daniel Julien";https://www.teleperformance.com/;PARIS;7311Z;;1;1500000;50;75;8154000000;89;148000000;3672000000;75008;1974-01-01T00:00:00.000Z;1275000000;"Société européenne";;Active;817000000;2378000000;"DU N° 21 AU 25, 21 RUE BALZAC PARIS, 75008";307000000;https://infonet.fr/entreprises/30129270200059-teleperformance-se/
420495178;"SOCIETE AIR FRANCE";"Anne-marie, Monique Couderc";https://corporate.airfrance.com/en;TREMBLAY-EN-FRANCE;5110Z;-1565000000;6;1500000;25;93;8141000000;44934;127000000;-5268000000;93290;1998-10-01T00:00:00.000Z;-1656000000;"SA à conseil d'administration";-19;Active;991000000;;"SKYTEAM, 45 RUE DE PARIS TREMBLAY-EN-FRANCE, 93290";-6677000000;https://infonet.fr/entreprises/42049517800014-societe-air-france/
831763743;"CONSTELLIUM SE";"Jean-christophe Deslarzes";https://www.constellium.com/;PARIS;6630Z;;3;1500000;6;75;8120000000;3;3000000;731000000;75008;2017-09-01T00:00:00.000Z;334000000;"Société européenne";;Active;166000000;;"40-44, 40 RUE WASHINGTON PARIS, 75008";;https://infonet.fr/entreprises/83176374300026-constellium-se/
318571064;"LOUIS VUITTON MALLETIER";"Pietro Beccari";https://fr.louisvuitton.com/;PARIS;4649Z;4569300000;1;57600;44;75;7917600000;209;21100000;5545500000;75001;1980-01-01T00:00:00.000Z;4999551000;"Société par actions simplifiée";57;Active;;4740751000;"6-8, 2 RUE DU PONT NEUF PARIS, 75001";4641200000;https://infonet.fr/entreprises/31857106400324-louis-vuitton-malletier/
384560942;"LEROY MERLIN FRANCE";"Philippe Blanc";https://www.leroymerlin.fr;LEZENNES;4752B;378542076;3;1500000;32;59;7852197139;31147;100000000;1525913549;59260;1992-02-17T00:00:00.000Z;650733826;"SA à conseil d'administration";4;Active;46363761;221123352;"59-61, RUE CHANZY LEZENNES, 59260";321774544;https://infonet.fr/entreprises/38456094200045-leroy-merlin-france/
